0.205064639,0.745954275,-0.440140784,0.455825478
0.205386952,0.74536854,-0.440013021,0.456760943
0.206363022,0.743588567,-0.439622849,0.459589124
0.208010226,0.740559042,-0.438950509,0.464355946
0.210351408,0.736193657,-0.437964976,0.471124172
0.213414818,0.730372071,-0.436620653,0.479972273
0.217231706,0.722935557,-0.434856057,0.490993619
0.221837536,0.713681817,-0.432590306,0.504293621
0.22727026,0.702357054,-0.429718763,0.519985199
0.233563021,0.688650548,-0.426109523,0.538181663
0.240746766,0.672185302,-0.421595991,0.558985412
0.248838708,0.652513027,-0.415972352,0.582471669
0.257833928,0.62910974,-0.408987612,0.608663857
0.267695069,0.601379991,-0.400341451,0.637501597
0.27833572,0.568671107,-0.38968423,0.66879642
0.289601713,0.530308425,-0.376625448,0.702180326
0.301250964,0.485656232,-0.360753536,0.737050056
0.312941164,0.434212744,-0.341674864,0.772518873
0.324224144,0.375739038,-0.319072664,0.807397962
0.334565192,0.310406208,-0.292785287,0.84023267
0.343388945,0.23892796,-0.262889445,0.869417369
0.350157619,0.162622675,-0.229764774,0.893393397
0.354460686,0.083359249,-0.194108456,0.910895646
0.356094182,0.003362943,-0.156878933,0.921181142
0.355099648,-0.075077638,-0.119175188,0.924156368
0.351748019,-0.149918914,-0.082083061,0.920358717
0.346474826,-0.219592512,-0.046538312,0.910806596
0.339795142,-0.283106446,-0.013239481,0.896780193
0.332224309,-0.340022117,0.017375803,0.879607856
0.324220866,-0.390349925,0.04510716,0.860507488
0.316159427,-0.434411466,0.06993971,0.840498924
0.30832231,-0.472714216,0.091986366,0.820376217
0.300910473,-0.505848765,0.111437492,0.8007195
0.294055372,-0.534419477,0.128520176,0.781927049
0.28783527,-0.559002519,0.143471867,0.764253199
0.282290727,-0.580121219,0.156523153,0.747844934
0.277434915,-0.598238528,0.167887464,0.732771635
0.273264527,-0.613755405,0.177757382,0.719050169
0.269764394,-0.627013981,0.18630299,0.706662416
0.266914785,-0.638303816,0.193671167,0.695569038
0.264693499,-0.647867501,0.199989513,0.685718119
0.263076097,-0.655907929,0.205365866,0.677052915
0.262042493,-0.662592232,0.209891915,0.669515312
0.261573285,-0.668058395,0.213643894,0.663048863
0.261651844,-0.672418773,0.216685534,0.65760088
0.262266397,-0.675762653,0.219069049,0.653123379
0.26340735,-0.678161085,0.220835403,0.649573624
0.265069842,-0.679667473,0.222017378,0.646914601
0.267252564,-0.680320144,0.222638398,0.64511466
0.269957453,-0.680142641,0.222714856,0.64414835
0.27305752,-0.679436147,0.2225575,0.643641353
0.276423723,-0.678488076,0.222469792,0.643234849
0.280061275,-0.677290678,0.222449586,0.642930269
0.283973098,-0.675836384,0.222495228,0.642728925
0.288164645,-0.674116313,0.222604141,0.642631888
0.292637318,-0.672122121,0.222773939,0.642640769
0.297395945,-0.669843793,0.22300142,0.642756104
0.30244258,-0.667271793,0.223283172,0.642978668
0.30777812,-0.664396107,0.223615408,0.643309116
0.313405693,-0.661205649,0.22399354,0.643747628
0.31932345,-0.657690287,0.22441268,0.644294083
0.325532049,-0.653838873,0.224867344,0.644948363
0.332029253,-0.649640679,0.225351274,0.645709157
0.338811159,-0.645085156,0.225857735,0.646575928
0.345873326,-0.64016217,0.226379201,0.647546649
0.353209436,-0.634861648,0.226907492,0.648619235
0.360811204,-0.629174531,0.227433875,0.649791241
0.368668169,-0.623092592,0.22794883,0.651059747
0.376769066,-0.616608739,0.228442252,0.652420759
0.385100126,-0.609716713,0.228903338,0.653870642
0.393644601,-0.602412403,0.229320899,0.655404627
0.402385354,-0.594692886,0.229683116,0.657017589
0.411302239,-0.586557031,0.22997798,0.65870434
0.420373738,-0.578005791,0.230193093,0.660459161
0.429576874,-0.569042027,0.230315909,0.66227597
0.438886851,-0.559671044,0.230333805,0.664148331
0.448277652,-0.549899936,0.230234399,0.666070223
0.457722336,-0.539737999,0.230005234,0.66803503
0.467193514,-0.529196858,0.229634613,0.670036376
0.476663321,-0.518289864,0.229110986,0.672068298
0.486103415,-0.507032573,0.228423476,0.674124777
0.495485544,-0.495442063,0.227561817,0.676200271
0.504782557,-0.483537078,0.226516753,0.678289473
0.513967693,-0.471337497,0.22527954,0.680387735
0.523015022,-0.458864331,0.223842442,0.682490587
0.531900108,-0.446139604,0.22219865,0.684594452
0.540599167,-0.433185995,0.220342264,0.686696231
0.549090743,-0.420026451,0.21826832,0.688793242
0.557354629,-0.406684101,0.215972647,0.690883338
0.565372229,-0.39318192,0.213452101,0.692965031
0.573126376,-0.379542947,0.210704178,0.695037484
0.58060205,-0.365789771,0.207727268,0.697100043
0.58778578,-0.351944029,0.204520494,0.699152827
0.594665587,-0.33802712,0.201083511,0.701196074
0.6012308,-0.324059784,0.197416678,0.703230798
0.607473075,-0.310061067,0.193520799,0.705257654
0.613384664,-0.296050012,0.189397186,0.707278192
0.618959486,-0.282043964,0.185047448,0.709293842
0.624192655,-0.26805985,0.180473715,0.711306334
0.629080057,-0.254113108,0.175678223,0.713317573
0.633682013,-0.239765093,0.170398533,0.715488851
0.638041496,-0.224530682,0.164344817,0.717969239
0.642124951,-0.208354741,0.15747714,0.720739126
0.645892143,-0.191180974,0.149753392,0.723772824
0.649295747,-0.172953084,0.141130298,0.727038264
0.652280271,-0.153616518,0.131564125,0.730495274
0.654782236,-0.133120194,0.121011898,0.734094977
0.656728804,-0.11141862,0.109432884,0.737778842
0.658039272,-0.088474989,0.096790642,0.741477013
0.658624113,-0.064264007,0.083055072,0.745108247
0.658386886,-0.038776025,0.068205342,0.748579502
0.657225251,-0.012020865,0.052232776,0.751785994
0.655034065,0.015967827,0.035144202,0.754612684
0.651708603,0.045128524,0.016965363,0.756935596
0.647148669,0.075368129,-0.002255997,0.758625865
0.641264915,0.10655944,-0.022447309,0.759552836
0.633983731,0.138539642,-0.043509491,0.759590924
0.625254452,0.171111777,-0.065316431,0.758624732
0.615055382,0.204047188,-0.087716073,0.756556511
0.603398144,0.23709172,-0.110533409,0.753313065
0.590332568,0.269973844,-0.133575454,0.748851895
0.575947464,0.302414745,-0.156637728,0.743165195
0.560369134,0.334139764,-0.179512084,0.736282945
0.543758154,0.364889711,-0.201995164,0.728272319
0.526302934,0.394431889,-0.22389631,0.719235182
0.508211315,0.422568172,-0.245044485,0.709302902
0.489702225,0.449140996,-0.265294343,0.698629439
0.470995754,0.474036545,-0.284528881,0.687383235
0.452304572,0.497184694,-0.302661449,0.675739586
0.433828622,0.518555999,-0.319634587,0.663872123
0.415747076,0.538157284,-0.335418671,0.651947379
0.398217052,0.556026161,-0.350007683,0.640119314
0.381371439,0.572223902,-0.363415867,0.628525615
0.365319699,0.586829543,-0.375673324,0.617286205
0.350146264,0.599934518,-0.386821836,0.606502414
0.335914522,0.611636639,-0.3969118,0.596257627
0.322671175,0.622035682,-0.405997843,0.586618006
0.310444832,0.631231308,-0.414137304,0.577634215
0.299252063,0.639318943,-0.421386957,0.569343925
0.289098918,0.646389008,-0.427802175,0.561772585
0.279981703,0.652524948,-0.433435887,0.554936826
0.27189225,0.657803118,-0.438336521,0.548844874
0.264817357,0.662292242,-0.44254899,0.543499053
0.258740902,0.666052938,-0.446113318,0.538896739
0.253646642,0.669138193,-0.449064255,0.535031617
0.249514818,0.671593606,-0.451433063,0.531895339
0.246328473,0.673457682,-0.453245014,0.52947706
0.244070768,0.674761951,-0.454521358,0.527765274
0.242726728,0.675531268,-0.455278546,0.526747406
0.242281452,0.675784469,-0.455528796,0.526411057
0.242757171,0.675469697,-0.455183387,0.526894391
0.244193017,0.674516499,-0.454138517,0.528351665
0.24660337,0.672904611,-0.452376097,0.530793786
0.250004441,0.670605302,-0.44986999,0.534231603
0.254414737,0.667579532,-0.446587205,0.538674891
0.259854138,0.66377908,-0.442486316,0.544131577
0.266341835,0.659144819,-0.437518716,0.550606549
0.273897022,0.653607786,-0.431627631,0.558099389
0.282535493,0.647087932,-0.424749434,0.566602945
0.29226774,0.639495373,-0.416813523,0.576100469
0.303097606,0.630730212,-0.407743633,0.586563289
0.315018475,0.620684147,-0.397459716,0.597946763
0.328010529,0.609242857,-0.385879755,0.610187709
0.34203586,0.596289158,-0.372923851,0.623200357
0.357035637,0.58170718,-0.358517706,0.636873186
0.372926801,0.56538856,-0.342598379,0.65106672
0.389597774,0.547240019,-0.325120687,0.665611327
0.406906813,0.527192116,-0.306064248,0.680308819
0.424681991,0.505208552,-0.285440654,0.694933891
0.442722082,0.481297106,-0.263301015,0.709241092
0.460803568,0.455517024,-0.239740953,0.722972095
0.478685319,0.42798692,-0.214904428,0.735869408
0.496120542,0.398887753,-0.188983902,0.747688532
0.512869835,0.368460804,-0.162216067,0.758213162
0.528712451,0.337001473,-0.134873793,0.767269433
0.543458879,0.304847509,-0.107254595,0.774736702
0.556962192,0.272362262,-0.079666749,0.780554414
0.569122612,0.239917815,-0.052413475,0.784723997
